Configuration;Timestamp;LocationProtocol;LocationHostname;LocationPathname;ResourceID;ResourceContentType;ResourceURL;ResourceHost;ResourcePath;ResourceRequested;ResourceCompleted;ResourceFailed
test;1438002405705;http;www.wtf.nl;"/";209;"image/gif";"http://dc298.s372.meetrics.net/bb-mx/submit?/+x8MB7EAAxwhFo0F0wF6vAv3E33Fu3E0mFuuEsvBfpyF+k2FmywAx1AtwA0tAx1AtxAx6A11At5A5wA24A4tAyuAw3A3tAzzAm5B52AzzAyqhFx0Az4AwwAy0Aw2A35A05A5wA24A4BE/k0F0BxgAwqFpkF95A5wA24A4mAjwFpkF9xAx5A51Aw1AywAmzEp0Fl9By0AxyA50A0wAmwEshFjlF9yA0yAz1A0wAwmAhkFj9BxxA51Ay2A00AwmAjpFk9B4wA21Ay0A02A52AwmAuvFklF9WENzFwvF0fF0zA02Aw1A5fExxAz3A2zA54AMquFHDLktFBLkqFFlqwF55Aw2A44A+qhF7x0Az4AwwAy0Aw2A35A05A5wA24A46Ax0Az4AwwAy0Aw2A44A25A5wA24A46Ax0Az4AwwAy0Aw3Aw2A15A5wA24A4BE/k0FdFxgAwqFpkF95A5wA24A4mAjwFpkF9xAx5A51Aw1AywAmzEp0Fl9By0AxyA50A0wAmwEshFjlF9yA0yAz1A0wAwmAhkFj9BxxA51Ay2A00AwmAjpFk9B4wA21Ay0A02A52AwmAuvFklF9WENzFwvF0fF0zA02Aw1A5fExxAz3A2zA54A8xBgwEqpFk9B55Aw2A44AmjEwpFk9BxyAwwA0xA3yAwmAzpF0lF9yA0xAy5A00AwmAwsFhjFl9By0AyzA10AwwAmhEkjF9xAx5A1yA32A0wAmjEpkF94Aw2A1yA02A5yA4wAmuEvkFl9BWNFzwFv0Ff0Bz0A2wA15AfyB33A25A3wA58ExgAwqFpkF95A5wA24A4mAjwFpkF9xAywAw0Ax3AywAmzEp0Fl9By0AxyA50A0wAmwEshFjlF9yA0yAz1A0wAwmAhkFj9BywA00A3wA04AwmAjpFk9B4wA00Ay0A0zAy0AwmAuvFklF9WENzFwvF0fF0zA02Aw1A5fE31A3wA2xAzBEUkzFZBFAAAAAAAKwR6wBGDAAAAAAKwR6wBBPCAAAAAAAABQzBAPxEAAAAAAABB8wAPAAAAAAAAAB0KuAPDAAFAA0KuTH/3ASksF2GbAAAAAAAAAAAAEAAAQzBAAAAAAAJAxxA55A1wA1yAwBEIAy0AyzA10AwwAIAy0AxyA50A0wAXAWNFzwFv0Ff0Bz0A2wA15AfxBxzA32Az5A4BELA4wA21Ay0A02A52AwBEJAxxA51Ay2A00AwBEbAAAAAAAAAAAAEAAAB8wAAAAAAAJAxyAwwA0xA3yAwBEIAy0AyzA10AwwAIAy0AxyA50A0wAXAWNFzwFv0Ff0Bz0A2wA15AfyB33A25A3wA5BELA4wA21Ay0A25Ay4AwBEJAxxA51Ay3A20AwBEbAAAAAAAAAAAAEAAA0KuAAAAAAAJAxyAwwA0xA3yAwBEIAy0AyzA10AwwAIAy0AxyA50A0wAWAWNFzwFv0Ff0Bz0A2wA15Af3B13Aw2AxzALA4wA00Ay0A0zAy0AwBEJAywA00A3wA04AwBE";dc298.s372.meetrics.net;"/bb-mx/submit";1634;1726;0
test;1438002405705;http;www.wtf.nl;"/";210;"text/javascript";"http://tpc.googlesyndication.com/sodar/sbhK2lTE.js";tpc.googlesyndication.com;"/sodar/sbhK2lTE.js";1636;1683;0
test;1438002405705;http;www.wtf.nl;"/";211;"application/x-javascript";"https://fbstatic-a.akamaihd.net/rsrc.php/v2/yx/r/dOizSjjqkZz.js";fbstatic-a.akamaihd.net;"/rsrc.php/v2/yx/r/dOizSjjqkZz.js";1639;1686;0
test;1438002405705;http;www.wtf.nl;"/";212;"application/x-javascript";"https://fbstatic-a.akamaihd.net/rsrc.php/v2/yr/r/MfN9PMXyI88.js";fbstatic-a.akamaihd.net;"/rsrc.php/v2/yr/r/MfN9PMXyI88.js";1640;1689;0
test;1438002405705;http;www.wtf.nl;"/";213;"text/html";"http://tpc.googlesyndication.com/sodar/cTrvNaRi.html";tpc.googlesyndication.com;"/sodar/cTrvNaRi.html";1685;1697;0
test;1438002405705;http;www.wtf.nl;"/";214;"text/javascript";"http://pagead2.googlesyndication.com/bg/5A0vOd8vHuzgvoh4j9BqTN8lZxNqurTGnSE7O0pEuQo.js";pagead2.googlesyndication.com;"/bg/5A0vOd8vHuzgvoh4j9BqTN8lZxNqurTGnSE7O0pEuQo.js";1698;1725;0
test;1438002405705;http;www.wtf.nl;"/";217;"image/gif";"https://s0.2mdn.net/3948243/NewYork_end_300x250_AS2_STD_15S_1L_60KB.gif";s0.2mdn.net;"/3948243/NewYork_end_300x250_AS2_STD_15S_1L_60KB.gif";1728;1767;0
test;1438002405705;http;www.wtf.nl;"/";219;"text/html";"http://pagead2.googlesyndication.com/pagead/gen_204?id=sodar&v=5&t=2&bgai=B9mYf5yy2VYvtEeaoigbF2IDICAAAAAAQATgByAEI4AQCoAZD&bg=!nJ9Encj5LTpBZvICAAAAGlIAAAABKgEAMggbUzxLy6qUYbZKwcy5oLDX0bT-hSDTlSnR4Z-Egj9PXuVupxs6W3FmfKTjBzQpZZckyOqWW8Hx4ZWkxO1Bbxjqj2HHPcrpzRc52sX-DSBjIGbQMQAuVrRVB_qtedricvdF_WcYCZsdD447GMfN2N5KbU2WWf0GBF1trqonxDg-lSgEsJeC83-HkT-v7ZFeV4xi_svUlk-alazHHSw0mQnM00r-SlwuFJH3vJ7iQ9nLvZoa3d-EG27MtxbyyUcXTLrIWD-H7vQcMCtk475ZX0zjaVMvkS0COnefYyOfe1oDeW6sOR7MyGzS1gtSYSpn2MyDzbOQ_IpdEuEnryFt_g";pagead2.googlesyndication.com;"/pagead/gen_204";1765;1783;0
test;1438002405705;http;www.wtf.nl;"/";220;"image/gif";"http://tags.bluekai.com/site/2981?id=&google_gid=CAESEBsSk2M5FysWeu6a-NJYaN0&google_cver=1";tags.bluekai.com;"/site/2981";1767;1945;0
test;1438002405705;http;www.wtf.nl;"/";222;"image/gif";"http://pixel.rubiconproject.com/tap.php?cookie_redirect=1&v=7751&nid=2249&expires=30&put=CAESEOuenXmimNIwDsyxpooTKhM&google_cver=1";pixel.rubiconproject.com;"/tap.php";1797;1817;0
test;1438002405705;http;www.wtf.nl;"/";223;"application/javascript";"http://js-agent.newrelic.com/nr-632.min.js";js-agent.newrelic.com;"/nr-632.min.js";1951;2026;0
test;1438002405705;http;www.wtf.nl;"/";225;"text/javascript";"http://beacon.krxd.net/optout_check?callback=Krux.ns._default.kxjsonp_optOutCheck";beacon.krxd.net;"/optout_check";1964;2039;0
test;1438002405705;http;www.wtf.nl;"/";226;"text/javascript";"http://cdn.krxd.net/userdata/get?pub=9ae1de1e-f2f8-4599-a15e-eb921b259f51&callback=Krux.ns._default.kxjsonp_userdata";cdn.krxd.net;"/userdata/get";1967;2027;0
test;1438002405705;http;www.wtf.nl;"/";227;"image/gif";"http://track.adform.net/dmp/profile/?pid=9&cat=segment%7Cmqx65qehh&cat=segment%7Cmqx7bc2sw";track.adform.net;"/dmp/profile/";2012;2038;0
test;1438002405705;http;www.wtf.nl;"/";228;"application/x-javascript";"http://static.chartbeat.com/js/chartbeat.js";static.chartbeat.com;"/js/chartbeat.js";2016;2046;0
test;1438002405705;http;www.wtf.nl;"/";230;"text/javascript";"http://bam.nr-data.net/1/4702f272e2?a=3766147&pl=1438002405724&v=632.2b17625&to=YgdVbUYHW0tWURFYXVtNcUxaBUFRWFxKV0BaDENcWgJqW1hAAB9EXAdASg4uWlVSYgRWV2MLUk4%3D&ap=1717&be=51&fe=1879&dc=708&f=%5B%5D&perf=%7B%22timing%22:%7B%22of%22:1438002405724,%22n%22:0,%22dl%22:48,%22di%22:758,%22ds%22:758,%22de%22:841,%22dc%22:1929,%22l%22:1930,%22le%22:1997,%22f%22:0,%22dn%22:0,%22dne%22:0,%22c%22:0,%22ce%22:0,%22rq%22:0,%22rp%22:0,%22rpe%22:59%7D,%22navigation%22:%7B%7D%7D&jsonp=NREUM.setToken";bam.nr-data.net;"/1/4702f272e2";2036;2250;0
test;1438002405705;http;www.wtf.nl;"/";231;"image/gif";"http://ping.chartbeat.net/ping?h=wtf.nl&p=%2F&u=B4cR2CCox46wB5hgN-&d=wtf.nl&g=56491&n=0&f=f0001&c=0&x=0&m=0&y=7421&o=640&w=1136&j=45&R=1&W=0&I=0&E=0&e=0&r=&b=1942&t=CwSlpZDqv5H9BiQw3kBjMhmqB4Z2Am&V=63&i=WTF.nl%20-%20Blijf%20je%20verbazen&tz=-120&sn=1&_";ping.chartbeat.net;"/ping";2063;2240;0
test;1438002405705;http;www.wtf.nl;"/";232;"image/gif";"http://privacy.wtf.nl/pixel/s92rXGl9GBFXuqgj6A6ke0TF6kaQI14GSG8DwEH6TnXO1FYIxd-p1mVi_1M4nGVRiDCZ0s3mEVOr1g4PplglNQ%253D%253D";privacy.wtf.nl;"/pixel/s92rXGl9GBFXuqgj6A6ke0TF6kaQI14GSG8DwEH6TnXO1FYIxd-p1mVi_1M4nGVRiDCZ0s3mEVOr1g4PplglNQ%253D%253D";2064;2071;0
test;1438002405705;http;www.wtf.nl;"/";233;"text/javascript";"http://privacy.wtf.nl/script/cookiebar.js";privacy.wtf.nl;"/script/cookiebar.js";2071;2077;0
test;1438002405705;http;www.wtf.nl;"/";234;"image/png";"http://bin.snmmd.nl/m/m1nx5sqrhbgz.png";bin.snmmd.nl;"/m/m1nx5sqrhbgz.png";2081;2096;0
test;1438002405705;http;www.wtf.nl;"/";236;"image/gif";"http://logc210.xiti.com/hit.xiti?s=518538&s2=1&p=wtf.nl_grotebalk%3A%3Aingeklapt&di=&ac=&an=&trn=1438002407796&Rdt=On";logc210.xiti.com;"/hit.xiti";2144;2194;0
test;1438002405705;http;www.wtf.nl;"/";237;"image/gif";"http://beacon.krxd.net/pixel.gif?source=smarttag&fired=user_data_timeout&confid=HiXmoYMG&_kpid=9ae1de1e-f2f8-4599-a15e-eb921b259f51&_kcp_s=wtf.nl&_kcp_sc=home&_kcp_d=wtf.nl&_knifr=12&_kua_kx_tz=-120&rtsegs=mqx65qehh%2Cmqx7bc2sw&_kua_kx_lang=nl-nl&_kua_kx_tech_browser_language=nl-nl&_kua_kx_tech_browser=Safari&_kua_kx_tech_manufacturer=Microsoft%20Corporation&_kua_kx_tech_device=Computer&_kua_kx_tech_os=Windows%207&t_navigation_type=0&t_dns=0&t_tcp=0&t_http_request=-1&t_http_response=59&t_content_ready=758&t_window_load=1930&t_redirect=0&interchange_ran=true&store_user=prz6fgeuk&store_segs=mqx65qehh%2Cmqx7bc2sw&userdata_was_requested=true&userdata_did_respond=false&store_user_after=prz6fgeuk&store_segs_after=mqx65qehh%2Cmqx7bc2sw&sview=1&kplt0=10562&kplt1=10423&kplt2=11313&kplt3=45111&kplt4=62892&kplt5=30834&kplt6=20144&jsonp_requests=%2F%2Fbeacon.krxd.net%2Foptout_check%2C77%2C%2F%2Fcdn.krxd.net%2Fuserdata%2Fget%2C73";beacon.krxd.net;"/pixel.gif";2327;2360;0
test;1438002405705;http;www.wtf.nl;"/";238;"image/gif";"http://jslog.krxd.net/jslog.gif?control_tag_version=5.53.7&commit=ed84596&pubid=9ae1de1e-f2f8-4599-a15e-eb921b259f51&siteid=10522&site_name=wtf.nl&browser_bucket=Safari&lang=nl&log_version=1.1&errors=%5B%7B%22type%22%3A%22test%22%2C%22msg%22%3A%22user_data_response%3Aundefined%22%7D%2C%7B%22type%22%3A%22js%22%2C%22url%22%3A%22http%3A%2F%2Fwww.wtf.nl%2F%22%2C%22line%22%3A2%2C%22msg%22%3A%22TypeError%3A%20null%20is%20not%20an%20object%20(evaluating%20'frameElement.id')%22%7D%2C%7B%22type%22%3A%22js%22%2C%22url%22%3A%22http%3A%2F%2Fwww.wtf.nl%2F%22%2C%22line%22%3A2%2C%22msg%22%3A%22TypeError%3A%20null%20is%20not%20an%20object%20(evaluating%20'frameElement.id')%22%7D%5D";jslog.krxd.net;"/jslog.gif";2333;2541;0
test;1438002405705;http;www.wtf.nl;"/";239;"image/gif";"http://pagead2.googlesyndication.com/activeview?id=osdim&avi=BerZv5iy2VfXtMOb37Qb7lJT4CgAAAAAQATgByAEJwAIC4AIA4AQBoAYfwhMDEIAB,B9mYf5yy2VYvtEeaoigbF2IDICAAAAAAQATgByAEI4AQCoAZD,BWEoh5yy2VZf2EMGligbI7qfwCgAAAAAQATgByAEJ4AQCoAY_&cid=5GjcnufnutMUkI30LCIHCp0QYUw&ti=1&adk=3218230447&p=445,11,695,311&tos=1205,0,0,0,0&mtos=1205,1205,1205,1205,1205&rs=3&ht=0&tfs=671&tls=2054&fp=correlator%3D1044010617536512%26eid%3D108809080%252C108809047%252C108809050%26iu%3D%252F4442%252FP4442.WTF.nl%252Fhome%26oid%3D3%26url%3Dhttp%253A%252F%252Fwww.wtf.nl%252F&afp=%26output%3Djson_html%26impl%3Dfif%26dt%3D1438002406701%26adx%3D0%26ady%3D0%26ifi%3D2%26flash%3D0&gte=5&tmo=256&tme=671&tdl=550&tcl=671&abd=5-0-5&r=u&bs=640,1136&bos=-12245933,-12245933&ps=640,7421&ss=1920,1080&tt=1036&pt=1018&deb=1-3-3-4-10-3&tvt=1786&uc=5&tgt=IMG&cl=1&lop=1&tslp=1085";pagead2.googlesyndication.com;"/activeview";3153;3182;0
test;1438002405705;http;www.wtf.nl;"/";240;"image/gif";"http://dc298.s372.meetrics.net/bb-mx/submit?/+x8MC79AAK2mFKq1FKq2FMq3FMRMq4FcQKq6FLkqFKtkyB55Aw2A44A6wEylF0pFtlFyqoFx0Az4AwwAy0Aw1A3yA03Em0Fu3FsBFLkmFBTkzF8PDAALAAkdABH/3APvEAFAAB8wT1fsAPCAALAAtFAB1fsAPOBAAeA4QAcAAAASksFFRcLAAkdAsEA6DAFAAAH/3AAASJo0F0wFz6BvvAhkFzuB0yFhkFlmF4uBjvFtvBzlFy2FslF0vB2pFl3FviEhuFulFyvBqhF2hFzjFypFw0FvoE0tFsvB6vFulF/6EpkF9yA10AxzAmwEpkF9yAwzA2zAmyEhuFkvFt9BbyFhuFkvFtdFm0EptFlzF0hFtwF90A0kE1lE3mEhtBw5A33At0AmlFytA52AlyBt2AmiF0xAlmFwxAlwBmmBluFjvFklF9xAmjE01FysF9oE00Fw6BvvAhkFuzA2wA5pFlsFkuBjvFtvBjsFpjFrvBnTFw1A1PFyuBmyBmyFR0B2pFxyB1uF3nEyrEj4FMZFyiEQoF2LE4KET4FYqFQzBHxF36E1EEVpFjqFHzFSTFx3EZlFRTF5LFC4B63FonFwMEjwBxsFu5FTZF22F4RFRPFHaFPrFk1FalFD5FK2F2QEylFjtFHuBB2BCMFT0FxvEljFCTFK2F1sEzjEz2Aj2FGUF3wFI1FR2FrxFNOFy2A3sE03EI5FW5FUiFpFFLxBpnFRLFilFEuFsBFGYFBkFKHFmsF1jFECFayBD3BrTFCuFu4BriFp1BXkF2DFwwEtiEuxBusF2lFo0FUZFHBFFRFxtEtyAS2FytAK4FjNFz0Ap0BPEFNnFFsFsnFw4EolFrlFY1BsEFJRF0GE1sEDqFtBEXTFZ1ByHEhmFy3FUQFUlFVvF41FRTFKnFtJFvlF11BE5BowBZ2BhxFhOFmZFH2BTqFG0BkKF13AMuFKzF26E3tBwaF0xAUuFwzABzB10BiyF0wFBJFFVF64FFyBuZFExByjE2yByoF1lFxNFhZFx0Ah3Fp6FPxFUNFo2Fw4BBQFRuFsjF4LFPTF5MEzQFxOFQ5FH0BtnFkSF1LENBFujEvvAEANQFVyBAAAAAAAAAAAAAAcLAAtFAsEA6DAFAAA1fsAAAHBo0F0wFz6BvvAzwBuyAtkFuuBulF0vBz5A04Ay0AzvAOlF3ZFvyFrfFluFkfFzwAw4Ey1AwfEBTFyfETUFEfFx1ATfFxMEf2BwLECuBnpFmBFEANQFVxBAAAAAAAAAAAAAA";dc298.s372.meetrics.net;"/bb-mx/submit";5282;5306;0
test;1438002426352;http;www.wtf.nl;"/";245;"text/html";"http://www.wtf.nl/";www.wtf.nl;"/";36;101;0
test;1438002426352;http;www.wtf.nl;"/";246;"image/gif";"http://dc298.s372.meetrics.net/bb-mx/submit?/+x8MEouEALkxBBLklFCTkzFARksFA";dc298.s372.meetrics.net;"/bb-mx/submit";41;102;100
test;1438002426352;http;www.wtf.nl;"/";247;"image/gif";"http://pagead2.googlesyndication.com/activeview?id=osdtos&avi=BerZv5iy2VfXtMOb37Qb7lJT4CgAAAAAQATgByAEJwAIC4AIA4AQBoAYfwhMDEIAB,B9mYf5yy2VYvtEeaoigbF2IDICAAAAAAQATgByAEI4AQCoAZD,BWEoh5yy2VZf2EMGligbI7qfwCgAAAAAQATgByAEJ4AQCoAY_&cid=5GjcnufnutMUkI30LCIHCp0QYUw&ti=1&adk=3218230447&p=445,11,695,311&tos=18570,0,0,0,0&mtos=18570,18570,18570,18570,18570&rs=3&ht=0&tfs=671&tls=19419&fp=correlator%3D1044010617536512%26eid%3D108809080%252C108809047%252C108809050%26iu%3D%252F4442%252FP4442.WTF.nl%252Fhome%26oid%3D3%26url%3Dhttp%253A%252F%252Fwww.wtf.nl%252F&afp=%26output%3Djson_html%26impl%3Dfif%26dt%3D1438002406701%26adx%3D0%26ady%3D0%26ifi%3D2%26flash%3D0&gte=5&tmo=256&tme=671&tdl=550&tcl=671&abd=5-0-29&r=u&bs=640,1136&bos=-12245933,-12245933&ps=640,7421&ss=1920,1080&tt=18402&pt=1018&deb=1-3-3-12-34-3&tvt=19152&uc=29&tgt=IMG&cl=1&lop=1&tslp=18629";pagead2.googlesyndication.com;"/activeview";52;102;99
test;1438002426352;http;www.wtf.nl;"/";248;"text/html";"http://rc.bt.ilsemedia.nl/Get/ilsemedia/JS/GetRcmd.js?ord=88133625452";rc.bt.ilsemedia.nl;"/Get/ilsemedia/JS/GetRcmd.js";97;104;0
test;1438002426352;http;www.wtf.nl;"/";249;"application/javascript";"http://sat.sanoma.fi/js/sat.js";sat.sanoma.fi;"/js/sat.js";106;209;0
test;1438002426352;http;www.wtf.nl;"/";250;"image/gif";"http://pubads.g.doubleclick.net/gampad/ad?iu=/4045/Blogads/102235004&sz=1x1&t=campaign%253D102235004_257490244&c=%25%25CACHEBUSTER%25%25";pubads.g.doubleclick.net;"/gampad/ad";131;210;0
test;1438002426352;http;www.wtf.nl;"/";251;"text/javascript";"http://ad.360yield.com/adj?p=640743&w=336&h=280&tz=-120&click3rd=&U=prz6fgeuk&kw=mqx65qehh,mqx7bc2sw&optin=y";ad.360yield.com;"/adj";133;243;0
test;1438002426352;http;www.wtf.nl;"/";252;"image/gif";"http://pubads.g.doubleclick.net/gampad/ad?iu=/4045/Blogads/102235004&sz=1x1&t=campaign%253D102235004_256511524&c=%25%25CACHEBUSTER%25%25";pubads.g.doubleclick.net;"/gampad/ad";134;210;0
test;1438002426352;http;www.wtf.nl;"/";254;"application/json";"http://vrt.outbrain.com/?idsite=314&url=http%3A%2F%2Fwww.wtf.nl%2F&seen_url=http%3A%2F%2Fwww.wtf.nl%2F&t=WTF.nl%20-%20Blijf%20je%20verbazen&c=14380024265282CCuVz9yxKqWxcKcIY5bgj9jqMpJy0iM&r=1438002426530&ypos=-1&zone=&debug=%7B%22frame%22:false,%22loadTime%22:3%7D&refurl=http%3A%2F%2Fwww.wtf.nl%2F&norm_refurl=http%3A%2F%2Fwww.wtf.nl%2F&content_type=utf-8&tracking_event=tracking&transport=cors&v=39";vrt.outbrain.com;"/";181;478;0
test;1438002426352;http;www.wtf.nl;"/";255;"text/javascript";"http://vrp.outbrain.com/?transport=jsonp&idsite=314&url=http://www.wtf.nl/&content_type=utf-8&callback=_vrq.jsonp.callbackFn";vrp.outbrain.com;"/";182;478;0
test;1438002426352;http;www.wtf.nl;"/";256;"image/gif";"https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-28810221-1&cid=271846372.1438002427&jid=391206120&_v=5.6.5&z=2090066115";stats.g.doubleclick.net;"/r/collect";211;246;0
test;1438002426352;http;www.wtf.nl;"/";257;"undefined";"http://www.wtf.nl/static/fonts/novecentowide-medium-webfont.ttf";www.wtf.nl;"/static/fonts/novecentowide-medium-webfont.ttf";213;0;238
test;1438002426352;http;www.wtf.nl;"/";258;"undefined";"http://www.wtf.nl/static/fonts/novecentowide-normal-webfont.ttf";www.wtf.nl;"/static/fonts/novecentowide-normal-webfont.ttf";213;0;238
test;1438002426352;http;www.wtf.nl;"/";259;"undefined";"http://www.wtf.nl/static/fonts/novecentowide-demibold-webfont.ttf";www.wtf.nl;"/static/fonts/novecentowide-demibold-webfont.ttf";213;0;239
test;1438002426352;http;www.wtf.nl;"/";260;"undefined";"http://www.wtf.nl/static/fonts/novecentowide-book-webfont.ttf";www.wtf.nl;"/static/fonts/novecentowide-book-webfont.ttf";214;0;238
test;1438002426352;http;www.wtf.nl;"/";261;"text/javascript";"https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&correlator=1300813740769280&output=json_html&callback=callbackProxy&impl=fif&eid=108809080%2C108809048%2C108809049&sc=0&sfv=1-0-2&iu=%2F4442%2FP4442.WTF.nl%2Fhome&sz=468x60&scp=tt%3D1500%26gr%3D15%26rg%3D2%26nk%3D0%26mscom%3Dloralneder%252Cbiohormabe%252Cmeeticlexa%252Coetkerbv%252Cabnamro%252Ctrivagogmb%252Croyaan%252Cbrilmijgro%252Cunileverle%252Cblablacar%26mspro%3Dachtergeslotendeuren%252Cmasterchefnieuw-zeeland%26u%3Dprz6fgeuk%26ksgmnt%3Dmqx65qehh%252Cmqx7bc2sw%26VMspot%3D10321544_27921593&cookie_enabled=1&lmt=1437995185&dt=1438002426580&cc=1&frm=20&biw=640&bih=1136&oid=3&adx=86&ady=60&adk=3242989381&gut=v2&ifi=1&u_tz=120&u_his=1&u_h=1080&u_w=1920&u_ah=1080&u_aw=1920&u_cd=32&u_sd=1&flash=0&url=http%3A%2F%2Fwww.wtf.nl%2F&dssz=47&icsg=143360&vrg=68&vrp=68&ga_vid=1884121809.1438002427&ga_sid=1438002427&ga_hid=1616742134";securepubads.g.doubleclick.net;"/gampad/ads";235;283;0
test;1438002426352;http;www.wtf.nl;"/";262;"text/javascript";"http://ad.360yield.com/adj?p=526531&w=468&h=60&tz=-120&click3rd=&U=prz6fgeuk&kw=mqx65qehh,mqx7bc2sw&optin=y";ad.360yield.com;"/adj";246;337;0
test;1438002426352;http;www.wtf.nl;"/";263;"text/javascript";"http://s372.meetrics.net/bb-mx/prime/mtrcs_990688.js?pjid=990688&cpid=119950520&site=24129440&place=24235400&adc=119526440&cid=80652446960&node=VMspot_10321544_27921593";s372.meetrics.net;"/bb-mx/prime/mtrcs_990688.js";285;318;0
test;1438002426352;http;www.wtf.nl;"/";264;"text/javascript";"http://ad.360yield.com/adj?p=526503&w=468&h=60&optin=&tz=-120&click3rd=uprz6fgeuk&kw=mqx65qehh,mqx7bc2sw&vmspot=10321544_27921593";ad.360yield.com;"/adj";285;479;0
test;1438002426352;http;www.wtf.nl;"/";265;"text/javascript";"https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&correlator=1300813740769280&output=json_html&callback=callbackProxy&impl=fif&eid=108809080%2C108809048%2C108809049&sc=0&sfv=1-0-2&iu=%2F4442%2FP4442.WTF.nl%2Fhome&sz=320x240%7C320x100%7C320x50%7C300x250&scp=tt%3D1500%26gr%3D15%26rg%3D2%26nk%3D0%26mscom%3Dloralneder%252Cbiohormabe%252Cmeeticlexa%252Coetkerbv%252Cabnamro%252Ctrivagogmb%252Croyaan%252Cbrilmijgro%252Cunileverle%252Cblablacar%26mspro%3Dachtergeslotendeuren%252Cmasterchefnieuw-zeeland%26u%3Dprz6fgeuk%26ksgmnt%3Dmqx65qehh%252Cmqx7bc2sw%26position%3Dmobilemiddle%26VMspot%3D10321544_32148068&cookie=ID%3D6fba7fdac7bd1aa7%3AT%3D1438002426%3AS%3DALNI_MblwOSe-tSUvkASjAO88ULNoYTknw&cookie_enabled=1&lmt=1437995185&dt=1438002426649&cc=1&frm=20&biw=640&bih=1136&oid=3&adx=0&ady=0&adk=2800981031&gut=v2&ifi=2&u_tz=120&u_his=1&u_h=1080&u_w=1920&u_ah=1080&u_aw=1920&u_cd=32&u_sd=1&flash=0&url=http%3A%2F%2Fwww.wtf.nl%2F&dssz=52&icsg=573440&vrg=68&vrp=68&ga_vid=1884121809.1438002427&ga_sid=1438002427&ga_hid=1616742134";securepubads.g.doubleclick.net;"/gampad/ads";302;466;0
test;1438002426352;http;www.wtf.nl;"/";266;"text/javascript";"http://s372.meetrics.net/bb-mxad/gettag";s372.meetrics.net;"/bb-mxad/gettag";319;462;0
test;1438002426352;http;www.wtf.nl;"/";267;"image/jpeg";"http://creative.360yield.com/file/178921/Banner-468x60.jpg";creative.360yield.com;"/file/178921/Banner-468x60.jpg";338;463;0
test;1438002426352;http;www.wtf.nl;"/";272;"image/gif";"http://ads.creative-serving.com/id_match?publisher_user_id=51d38c4a-b2d6-4779-ba49-dafcfc3b7528&publisher_dsp_id=79&publisher_call_type=redirect&publisher_redirecturl=http://ad.360yield.com/match";ads.creative-serving.com;"/id_match";339;466;0
test;1438002426352;http;www.wtf.nl;"/";274;"text/javascript";"http://ajax.googleapis.com/ajax/services/feed/load?v=1.0&num=1000&callback=jQuery1102005927905649878085_1438002426441&q=http%3A%2F%2Fwww.zie.nl%2Frss%2Flist%2F2181&_=1438002426442";ajax.googleapis.com;"/ajax/services/feed/load";395;480;0
test;1438002426352;http;www.wtf.nl;"/";276;"image/gif";"http://ad.360yield.com/match?publisher_dsp_id=55&external_user_id=CAESEApukwDbWQhVw1A6YHDy0UE&google_cver=1";ad.360yield.com;"/match";466;602;0
test;1438002426352;http;www.wtf.nl;"/";277;"text/javascript";"http://s372.meetrics.net/bb-mx/prime/mtrcs_990688.js?pjid=990688&cpid=120041720&site=24129440&place=24235400&adc=119527640&cid=80652469280&node=VMspot_10321544_32148068";s372.meetrics.net;"/bb-mx/prime/mtrcs_990688.js";468;507;0
test;1438002426352;http;www.wtf.nl;"/";278;"text/javascript";"http://ad.360yield.com/adj?p=526507&w=300&h=250&optin=&tz=-120&click3rd=uprz6fgeuk&kw=mqx65qehh,mqx7bc2sw&vmspot=10321544_32148068";ad.360yield.com;"/adj";468;601;0
