Configuration;Timestamp;LocationProtocol;LocationHostname;LocationPathname;ResourceID;ResourceContentType;ResourceURL;ResourceHost;ResourcePath;ResourceParty;ResourceRequested;ResourceCompleted;ResourceFailed
test;1467645145388;http;www.nu.nl;"/";14;"image/svg+xml";"http://www.nu.nl/static/img/atoms/images/logos/logo-sprite.svg";www.nu.nl;"/static/img/atoms/images/logos/logo-sprite.svg";"undefined";366;403;0
test;1467645145388;http;www.nu.nl;"/";15;"image/jpeg";"http://media.nu.nl/m/r3jxm0mahk0c_wd320.jpg";media.nu.nl;"/m/r3jxm0mahk0c_wd320.jpg";"undefined";367;424;0
test;1467645145388;http;www.nu.nl;"/";16;"image/jpeg";"http://media.nu.nl/m/lkdxeltaa5x7_sqr64.jpg";media.nu.nl;"/m/lkdxeltaa5x7_sqr64.jpg";"undefined";367;420;0
test;1467645145388;http;www.nu.nl;"/";17;"image/jpeg";"http://media.nu.nl/m/aitx1lkajdhr_sqr64.jpg";media.nu.nl;"/m/aitx1lkajdhr_sqr64.jpg";"undefined";368;423;0
test;1467645145388;http;www.nu.nl;"/";18;"image/jpeg";"http://media.nu.nl/m/eisxxv1auwqt_sqr64.jpg";media.nu.nl;"/m/eisxxv1auwqt_sqr64.jpg";"undefined";368;421;0
test;1467645145388;http;www.nu.nl;"/";19;"image/jpeg";"http://media.nu.nl/m/oyvx1vda7qmk_sqr64.jpg";media.nu.nl;"/m/oyvx1vda7qmk_sqr64.jpg";"undefined";368;422;0
test;1467645145388;http;www.nu.nl;"/";20;"image/jpeg";"http://media.nu.nl/m/4g6x2s3a5ebj_std640.jpg";media.nu.nl;"/m/4g6x2s3a5ebj_std640.jpg";"undefined";369;431;0
test;1467645145388;http;www.nu.nl;"/";21;"image/jpeg";"http://media.nu.nl/m/m1oxfnia25hh_wd320.jpg";media.nu.nl;"/m/m1oxfnia25hh_wd320.jpg";"undefined";369;429;0
test;1467645145388;http;www.nu.nl;"/";22;"image/jpeg";"http://media.nu.nl/m/4juxbhuah027_std160.jpg";media.nu.nl;"/m/4juxbhuah027_std160.jpg";"undefined";370;430;0
test;1467645145388;http;www.nu.nl;"/";23;"image/png";"http://www.nu.nl/static/img/placeholders/230x240-o.png";www.nu.nl;"/static/img/placeholders/230x240-o.png";"undefined";370;414;0
test;1467645145388;http;www.nu.nl;"/";24;"image/png";"http://www.nu.nl/static/img/placeholders/sqr256-o.png";www.nu.nl;"/static/img/placeholders/sqr256-o.png";"undefined";371;416;0
test;1467645145388;http;www.nu.nl;"/";25;"image/png";"http://www.nu.nl/static/img/placeholders/std320-o.png";www.nu.nl;"/static/img/placeholders/std320-o.png";"undefined";372;415;0
test;1467645145388;http;www.nu.nl;"/";26;"image/png";"http://www.nu.nl/static/img/placeholders/wd640-o.png";www.nu.nl;"/static/img/placeholders/wd640-o.png";"undefined";372;417;0
test;1467645145388;http;www.nu.nl;"/";27;"image/gif";"http://www.google-analytics.com/r/collect?v=1&_v=j44&a=1542651247&t=pageview&_s=1&dl=http%3A%2F%2Fwww.nu.nl%2F&ul=en-us&de=UTF-8&dt=NU%20-%20Het%20laatste%20nieuws%20het%20eerst%20op%20NU.nl&sd=32-bit&sr=1024x768&vp=640x1136&je=0&_u=QEAAAAQAI~&jid=795946682&cid=709590267.1467645146&tid=UA-10557259-1&_r=1&cd1=2-kolom-smal&cd2=&z=64647510";www.google-analytics.com;"/r/collect";"undefined";401;418;0
test;1467645145388;http;www.nu.nl;"/";28;"application/octet-stream";"http://www.nu.nl/static/vendor/fontawesome/fonts/fontawesome-webfont.ttf?v=4.3.0&706450d7bba6";www.nu.nl;"/static/vendor/fontawesome/fonts/fontawesome-webfont.ttf";"undefined";417;471;0
test;1467645145388;http;www.nu.nl;"/";29;"image/svg+xml";"http://www.nu.nl/static/vendor/fontcustom/fonts/nunl_1077598ee2fd6b2c595b96bce226c2fc.svg?f1c0e2bda699#nunl";www.nu.nl;"/static/vendor/fontcustom/fonts/nunl_1077598ee2fd6b2c595b96bce226c2fc.svg";"undefined";459;504;0
test;1467645145388;http;www.nu.nl;"/";30;"application/octet-stream";"http://www.nu.nl/static/vendor/fontcustom/fonts/nunl_1077598ee2fd6b2c595b96bce226c2fc.ttf?fa340be26897";www.nu.nl;"/static/vendor/fontcustom/fonts/nunl_1077598ee2fd6b2c595b96bce226c2fc.ttf";"undefined";459;505;0
test;1467645145388;http;www.nu.nl;"/";31;"image/png";"http://www.nu.nl/static/img/atoms/forms/shared/inputbg.png?1fbd14092970";www.nu.nl;"/static/img/atoms/forms/shared/inputbg.png";"undefined";649;668;0
test;1467645145388;http;www.nu.nl;"/";33;"application/x-javascript";"http://sb.scorecardresearch.com/c2/6035634/cs.js";sb.scorecardresearch.com;"/c2/6035634/cs.js";"undefined";665;680;0
test;1467645145388;http;www.nu.nl;"/";34;"undefined";"http://b.scorecardresearch.com/b2?c1=2&c2=6035634&ns_site=total&nb_01=Sanoma%7CSBS&nb_02=Sanoma&nb_11=web&nb_12=nu.nl&nb_25=NU.nl&nb_26=&nb_27=Nieuws%20en%20actualiteit&nb_28=index&nb_29=general&ns__t=1467645146052&ns_c=UTF-8&c8=NU%20-%20Het%20laatste%20nieuws%20het%20eerst%20op%20NU.nl&c7=http%3A%2F%2Fwww.nu.nl%2F&c9=";b.scorecardresearch.com;"/b2";"undefined";679;912;0
test;1467645145388;http;www.nu.nl;"/";35;"application/json";"http://www.nu.nl/api/config/account_pages";www.nu.nl;"/api/config/account_pages";"undefined";716;921;0
test;1467645145388;http;www.nu.nl;"/";36;"application/x-javascript";"http://account.sanomaservices.nl/js/sanoma_account.min.js";account.sanomaservices.nl;"/js/sanoma_account.min.js";"undefined";736;925;0
test;1467645145388;http;www.nu.nl;"/";37;"image/jpeg";"http://media.nu.nl/m/d18xrmqapion_std640.jpg/nigel-farage-treedt-af-als-partijleider-van-britse-ukip.jpg";media.nu.nl;"/m/d18xrmqapion_std640.jpg/nigel-farage-treedt-af-als-partijleider-van-britse-ukip.jpg";"undefined";810;926;0
test;1467645145388;http;www.nu.nl;"/";38;"image/jpeg";"http://media.nu.nl/m/i0vx6d8a7xca_std320.jpg";media.nu.nl;"/m/i0vx6d8a7xca_std320.jpg";"undefined";913;985;0
test;1467645145388;http;www.nu.nl;"/";39;"image/jpeg";"http://media.nu.nl/m/lu5xbxvazzms_std320.jpg";media.nu.nl;"/m/lu5xbxvazzms_std320.jpg";"undefined";913;988;0
test;1467645145388;http;www.nu.nl;"/";40;"image/jpeg";"http://media.nu.nl/m/380xtk2aacvs_std320.jpg";media.nu.nl;"/m/380xtk2aacvs_std320.jpg";"undefined";914;988;0
test;1467645145388;http;www.nu.nl;"/";41;"image/jpeg";"http://media.nu.nl/m/xf9xbe1a0nz7_std320.jpg";media.nu.nl;"/m/xf9xbe1a0nz7_std320.jpg";"undefined";914;990;0
test;1467645145388;http;www.nu.nl;"/";42;"image/jpeg";"http://media.nu.nl/m/m1mxgpja3b3a_std320.jpg";media.nu.nl;"/m/m1mxgpja3b3a_std320.jpg";"undefined";915;987;0
test;1467645145388;http;www.nu.nl;"/";43;"image/jpeg";"http://media.nu.nl/m/3iyxbh5agb6l_std320.jpg";media.nu.nl;"/m/3iyxbh5agb6l_std320.jpg";"undefined";915;986;0
test;1467645145388;http;www.nu.nl;"/";44;"image/jpeg";"http://media.nu.nl/m/uvcx8ypa2e76_std320.jpg";media.nu.nl;"/m/uvcx8ypa2e76_std320.jpg";"undefined";915;992;0
test;1467645145388;http;www.nu.nl;"/";45;"image/jpeg";"http://media.nu.nl/m/m1oxnkraou26_std320.jpg";media.nu.nl;"/m/m1oxnkraou26_std320.jpg";"undefined";916;995;0
test;1467645145388;http;www.nu.nl;"/";46;"image/jpeg";"http://media.nu.nl/m/2p8xwqbabs4h_std320.jpg";media.nu.nl;"/m/2p8xwqbabs4h_std320.jpg";"undefined";916;993;0
test;1467645145388;http;www.nu.nl;"/";47;"image/jpeg";"http://media.nu.nl/m/ylfx7icap0os_std320.jpg";media.nu.nl;"/m/ylfx7icap0os_std320.jpg";"undefined";916;994;0
test;1467645145388;http;www.nu.nl;"/";48;"image/jpeg";"http://media.nu.nl/m/27dxg34azwvj_wd640.jpg";media.nu.nl;"/m/27dxg34azwvj_wd640.jpg";"undefined";917;996;0
test;1467645145388;http;www.nu.nl;"/";49;"image/gif";"http://www.nu.nl/static/vendor/royalslider/img/preloader-white.gif?b79d10cfc46b";www.nu.nl;"/static/vendor/royalslider/img/preloader-white.gif";"undefined";917;991;0
test;1467645145388;http;www.nu.nl;"/";50;"image/png";"http://www.nu.nl/static/vendor/royalslider/img/rs-default.png?0e40b16b1d60";www.nu.nl;"/static/vendor/royalslider/img/rs-default.png";"undefined";917;991;0
test;1467645145388;http;www.nu.nl;"/";51;"text/javascript";"https://cdns.gigya.com/js/gigya.js?apiKey=3_pNK9L9zU_Sx2BKzTUJuAmy1im2zN0pOkwM-Ui3AgrneVzSpyQqioWy_iZ1cbQzS5&lang=nl-inf";cdns.gigya.com;"/js/gigya.js";"undefined";983;1053;0
test;1467645145388;http;www.nu.nl;"/";52;"text/html";"https://cdns.gigya.com/gs/sso.htm?APIKey=3_aWOpZXJURMRPH05pBUwusoKBU1E10WxtZFx5zoF3AheB5Sx28aa242B23V1t9iAw&version=1#m=getToken&d=http%3A%2F%2Fwww.nu.nl&lid=flid1467645146451&callbackID=gig_sso_cb1467645146465_0&sAPIKey=3_pNK9L9zU_Sx2BKzTUJuAmy1im2zN0pOkwM-Ui3AgrneVzSpyQqioWy_iZ1cbQzS5";cdns.gigya.com;"/gs/sso.htm";"undefined";1098;1109;0
test;1467645145388;http;www.nu.nl;"/";53;"application/javascript";"http://js-agent.newrelic.com/nr-943.min.js";js-agent.newrelic.com;"/nr-943.min.js";"undefined";1100;1118;0
test;1467645145388;http;www.nu.nl;"/";55;"text/javascript";"http://bam.nr-data.net/1/4702f272e2?a=15572069&v=943.9bd99bf&to=YgdVbUYHW0tWURFYXVtNcUxaBUFRWFxKUkdHEFJXQDlGUUNXS0dbUBVEF1cJR10NegpcV2UDUFxiD1BPGVUARQ%3D%3D&rst=1122&ref=http://www.nu.nl/&ap=621&be=59&fe=1039&dc=675&af=err,xhr,ins&perf=%7B%22timing%22:%7B%22of%22:1467645145390,%22n%22:0,%22dl%22:55,%22di%22:734,%22ds%22:734,%22de%22:887,%22dc%22:1097,%22l%22:1097,%22le%22:1100,%22f%22:0,%22dn%22:0,%22dne%22:0,%22c%22:0,%22ce%22:0,%22rq%22:0,%22rp%22:0,%22rpe%22:86%7D,%22navigation%22:%7B%7D%7D&jsonp=NREUM.setToken";bam.nr-data.net;"/1/4702f272e2";"undefined";1126;1329;0
test;1467645145388;http;www.nu.nl;"/";57;"application/x-javascript";"http://connect.facebook.net/nl_INF/sdk.js";connect.facebook.net;"/nl_INF/sdk.js";"Facebook Connect";1258;1293;0
test;1467645145388;http;www.nu.nl;"/";59;"image/gif";"https://www.facebook.com/impression.php/f123a6d22/?api_key=697815077019842&lid=115&payload=%7B%22source%22%3A%22jssdk%22%7D";www.facebook.com;"/impression.php/f123a6d22/";"undefined";1334;1515;0
test;1467645145388;http;www.nu.nl;"/";60;"text/html";"http://staticxx.facebook.com/connect/xd_arbiter.php?version=42#channel=f7136b6c&origin=http%3A%2F%2Fwww.nu.nl";staticxx.facebook.com;"/connect/xd_arbiter.php";"undefined";1350;1403;0
test;1467645145388;http;www.nu.nl;"/";61;"text/html";"https://staticxx.facebook.com/connect/xd_arbiter.php?version=42#channel=f7136b6c&origin=http%3A%2F%2Fwww.nu.nl";staticxx.facebook.com;"/connect/xd_arbiter.php";"undefined";1351;1426;0
test;1467645145388;http;www.nu.nl;"/";63;"image/gif";"http://privacy.www.nu.nl/pixel/gpt5a-weyWp1r-Rdk2J7vIWWAjrdvLub1Me5IbvL5SUIKpOHQzeHF0CRVal6DvexiDCZ0s3mEVOr1g4PplglNQ%253D%253D";privacy.www.nu.nl;"/pixel/gpt5a-weyWp1r-Rdk2J7vIWWAjrdvLub1Me5IbvL5SUIKpOHQzeHF0CRVal6DvexiDCZ0s3mEVOr1g4PplglNQ%253D%253D";"undefined";1390;1411;0
test;1467645145388;http;www.nu.nl;"/";64;"text/javascript";"http://privacy.www.nu.nl/script/cookiebar.js";privacy.www.nu.nl;"/script/cookiebar.js";"undefined";1412;1432;0
test;1467645145388;http;www.nu.nl;"/";65;"image/png";"http://bin.snmmd.nl/m/m1nx5sqrhbgz.png";bin.snmmd.nl;"/m/m1nx5sqrhbgz.png";"undefined";1436;1517;0
test;1467645145388;http;www.nu.nl;"/";67;"text/html";"http://staticxx.facebook.com/connect/xd_arbiter.php?version=42#cb=fdb9ef9d8&domain=www.nu.nl&origin=http%3A%2F%2Fwww.nu.nl%2Ff7136b6c&relation=parent&error=unknown_user";staticxx.facebook.com;"/connect/xd_arbiter.php";"undefined";1516;1552;0
test;1467645145388;http;www.nu.nl;"/";68;"image/gif";"http://logc210.xiti.com/hit.xiti?s=518538&s2=1&p=nu.nl_grotebalk%3A%3Aingeklapt&di=&ac=&an=&trn=1467645146897&Rdt=On";logc210.xiti.com;"/hit.xiti";"undefined";1556;1586;0
test;1467645145388;http;www.nu.nl;"/";69;"image/gif";"http://sat.sanoma.fi/sat/sat.gif?log=1&evt=con&cid=&c_ver=2015.09.29.12.34.31%209311d11&c_events=0&c_session=9o0mear0kz&c_id=zu0llhwk6q&c_scroll=0x0&eid=&sit=nunl&cha=web&cat=home&c_vmspot=undefined_42532278&c_screen=1024x768&c_viewport=640x1136&c_referrer=&c_currenturl=http%3A%2F%2Fwww.nu.nl%2F&c_hash=&rid=1467645146317&cb=1467645147319&ctz=0";sat.sanoma.fi;"/sat/sat.gif";"undefined";1932;1952;0
test;1467645145388;http;www.nu.nl;"/";70;"undefined";"http://gscounters.eu1.gigya.com/gscounters.sendReport?reports=%5B%7B%22name%22%3A%22loadc%22%2C%22time%22%3A%221467645146468%22%2C%22reportData%22%3A%7B%22sref%22%3A%22%22%7D%7D%5D&APIKey=3_pNK9L9zU_Sx2BKzTUJuAmy1im2zN0pOkwM-Ui3AgrneVzSpyQqioWy_iZ1cbQzS5&sdk=js_6.3.02&format=jsonp&callback=gigya._.apiAdapters.web.callback&context=R3174826581";gscounters.eu1.gigya.com;"/gscounters.sendReport";"undefined";6081;0;0
